# Constructed from biom file
#OTU ID	BC21.HST16	BC22.HST17	BC18.HST13	BC27.HST23	BC17.HST12	BC26.HST20	BC23.HST18	BC20.HST15	BC19.HST14
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	5.40784136999e-05	0.000103352051538	7.41109334801e-05	0.000140134529148	0.000153859304214	0.00024743288383	0.000187453136716	9.16317320688e-05	3.92326101456e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	5.40784136999e-05	0.000103352051538	0.000137634590749	0.000220211402947	8.547739123e-05	0.0	8.3312505207e-05	4.58158660344e-05	1.96163050728e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	0.0	3.44506838461e-05	5.29363810572e-05	6.00576553491e-05	0.0	2.06194069859e-05	0.0	2.29079330172e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.000486705723299	0.000482309573845	0.00022233280044	0.000420403587444	0.000273527651936	0.000371149325745	0.000312421894526	0.000366526928275	0.000137314135509
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	0.000180261379	0.000103352051538	0.000105872762114	6.00576553491e-05	0.000222241217198	6.18582209576e-05	0.000145796884112	0.000183263464138	0.000196163050728
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	3.60522757999e-05	5.16760257691e-05	0.0	0.0	0.0	0.0	0.0	6.87237990516e-05	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	0.000324470482199	0.000413408206153	0.000338792838766	0.000380365150545	0.00034190956492	0.000474246360675	0.000333250020828	0.000297803129224	0.000333477186237
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	0.000829202343398	0.000671788334998	0.000836394820704	0.000600576553491	0.00121377895547	0.000742298651491	0.000770640673165	0.00098504111974	0.000784652202911
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	0.000288418206399	0.00039618286423	0.00058230019163	0.000360345932095	0.000461577912642	0.000639201616562	0.000416562526035	0.000343618995258	0.000372709796383
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	1.80261379e-05	0.0	1.05872762114e-05	2.00192184497e-05	3.4190956492e-05	2.06194069859e-05	2.08281263018e-05	2.29079330172e-05	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.0	0.000103352051538	0.0	0.0	6.8381912984e-05	0.0	6.24843789053e-05	0.0	3.92326101456e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	0.000432627309599	0.00017225341923	0.000762283887224	0.000340326713645	0.000324814086674	0.000226813476844	0.000166625010414	0.000297803129224	0.000510023931892
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.00812978819288	0.00198091432115	0.00214921707092	0.00236226777707	0.00331652277972	0.00142273908202	0.00197867199867	0.00194717430646	0.00192239789713
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0.0001261829653	0.000103352051538	0.000169396419383	8.00768737988e-05	0.000136763825968	4.12388139717e-05	0.000187453136716	0.000114539665086	5.88489152183e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.000396575033799	8.61267096152e-05	0.000243507352863	0.000120115310698	0.000290623130182	0.000268052290816	6.24843789053e-05	2.29079330172e-05	0.000156930440582
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	9.01306894998e-05	1.7225341923e-05	2.11745524229e-05	0.0	1.7095478246e-05	0.0	4.16562526035e-05	2.29079330172e-05	5.88489152183e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0010455159982	0.00187756226961	0.00117518765947	0.00954916720051	0.00191469356355	0.0036496350365	0.00670665666917	0.00258859643094	0.00141237396524
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.00515547543939	0.00573603886037	0.00534657448678	0.00788757206919	0.00663304555945	0.00818590457338	0.00787303174206	0.00675784024008	0.00502177409863
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16	0.0001982875169	0.000241154786923	0.000158809143172	0.000300288276746	0.00025643217369	0.000226813476844	0.000208281263018	0.000229079330172	9.80815253639e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.00328075709779	0.00564991215076	0.00419256137973	0.00434417040359	0.00369262330114	0.00870138974803	0.00741481296343	0.00474194213456	0.00247165443917
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.00203695358269	0.00337616701692	0.00172572602247	0.00416399743754	0.00287204034533	0.0080209493175	0.00370740648171	0.00270313609603	0.00192239789713
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.0001982875169	0.000241154786923	8.46982096916e-05	0.00118113388853	0.00017095478246	0.000123716441915	0.000229109389319	0.000137447598103	3.92326101456e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00834610184768	0.0112825989596	0.0113495600987	0.0213004484305	0.00938541755706	0.0178770258567	0.0116220944764	0.0148672485282	0.00763074267331
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.0001622352411	6.89013676921e-05	0.000137634590749	0.000280269058296	0.00017095478246	0.000226813476844	0.000208281263018	0.000320711062241	7.84652202911e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.0001081568274	0.000120577393461	0.000137634590749	8.00768737988e-05	0.000136763825968	8.24776279434e-05	0.000124968757811	2.29079330172e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0001261829653	5.16760257691e-05	0.000105872762114	0.000120115310698	0.000102572869476	0.000123716441915	0.000187453136716	6.87237990516e-05	1.96163050728e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0001261829653	0.000120577393461	8.46982096916e-05	0.00148142216528	0.000205145738952	0.000989731535321	0.000624843789053	6.87237990516e-05	0.000117697830437
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0267688147814	0.0436317910911	0.0258117794035	0.0486066623959	0.0364475596205	0.0923543238896	0.0463009247688	0.0368817721577	0.0198124681235
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	7.21045515998e-05	0.000103352051538	6.35236572687e-05	8.00768737988e-05	3.4190956492e-05	6.18582209576e-05	0.000104140631509	6.87237990516e-05	1.96163050728e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	5.40784136999e-05	0.000206704103076	0.00022233280044	0.000120115310698	0.000188050260706	0.000268052290816	0.000208281263018	0.000137447598103	0.000137314135509
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.00742676881478	0.00625279911806	0.00689231681365	0.00894859064702	0.00646209077699	0.0100622706091	0.00683162542698	0.00778869722585	0.00676762525011
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales	5.40784136999e-05	0.000137802735384	0.000264681905286	6.00576553491e-05	0.000222241217198	0.000226813476844	0.000145796884112	0.000114539665086	5.88489152183e-05
k__Bacteria;p__SBR1093;Other;Other	0.0001982875169	0.00017225341923	0.000179983695595	0.000100096092249	0.000188050260706	0.000123716441915	0.000270765641923	0.000435250727327	0.000255011965946
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.0001261829653	0.00017225341923	0.000105872762114	2.00192184497e-05	0.000119668347722	2.06194069859e-05	0.000145796884112	0.000137447598103	5.88489152183e-05
k__Bacteria;p__TM6;c__SBRH58;o__	3.60522757999e-05	0.0	1.05872762114e-05	2.00192184497e-05	0.0	2.06194069859e-05	4.16562526035e-05	9.16317320688e-05	1.96163050728e-05
k__Bacteria;p__TM6;c__SJA-4;o__	7.21045515998e-05	6.89013676921e-05	4.23491048458e-05	4.00384368994e-05	3.4190956492e-05	8.24776279434e-05	0.000145796884112	2.29079330172e-05	0.000137314135509
k__Bacteria;p__TM7;Other;Other	5.40784136999e-05	0.00017225341923	0.000116460038326	0.000520499679693	0.000136763825968	0.000412388139717	0.000229109389319	0.000389434861292	9.80815253639e-05
k__Bacteria;p__TM7;c__;o__	0.0	0.0	0.0	0.000100096092249	3.4190956492e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-1;o__	0.000522757999099	0.000206704103076	0.000391729219824	0.000240230621397	0.000239336695444	0.00024743288383	0.000166625010414	0.000320711062241	0.000294244576092
k__Bacteria;p__TM7;c__TM7-3;Other	7.21045515998e-05	1.7225341923e-05	9.5285485903e-05	2.00192184497e-05	3.4190956492e-05	4.12388139717e-05	8.3312505207e-05	2.29079330172e-05	3.92326101456e-05
k__Bacteria;p__TM7;c__TM7-3;o__	0.001261829653	0.00122299927654	0.00119636221189	0.00142136450993	0.00141892469442	0.00185574662873	0.00152045322003	0.0016035553112	0.00103966416886
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0	8.61267096152e-05	3.17618286343e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__EW055	0.000252365930599	0.000482309573845	0.000338792838766	0.000540518898142	0.000495768869134	0.000536104581632	0.000312421894526	0.000526882459396	0.000372709796383
k__Bacteria;p__TM7;c__TM7-3;o__I025	0.000234339792699	0.000206704103076	0.000190570971806	8.00768737988e-05	0.000153859304214	6.18582209576e-05	8.3312505207e-05	0.000137447598103	0.000411942406528
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales	0.0	0.0	1.05872762114e-05	0.0	1.7095478246e-05	0.0	4.16562526035e-05	4.58158660344e-05	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	3.60522757999e-05	0.000103352051538	3.17618286343e-05	0.000120115310698	0.0	0.000123716441915	0.000437390652337	2.29079330172e-05	7.84652202911e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	1.80261379e-05	1.7225341923e-05	2.11745524229e-05	0.000180172966047	3.4190956492e-05	2.06194069859e-05	2.08281263018e-05	0.0	1.96163050728e-05
k__Bacteria;p__Verrucomicrobia;Other;Other	0.0	1.7225341923e-05	1.05872762114e-05	2.00192184497e-05	1.7095478246e-05	2.06194069859e-05	2.08281263018e-05	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__R76-B128	1.80261379e-05	0.0	4.23491048458e-05	0.0	0.0	4.12388139717e-05	2.08281263018e-05	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41	1.80261379e-05	1.7225341923e-05	0.0	0.0	3.4190956492e-05	4.12388139717e-05	0.0	0.0	1.96163050728e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]	0.0	1.7225341923e-05	2.11745524229e-05	0.0	0.0	0.0	0.0	2.29079330172e-05	5.88489152183e-05
k__Bacteria;p__WPS-2;c__;o__	1.80261379e-05	0.000120577393461	0.000137634590749	0.0	1.7095478246e-05	0.0	0.0	2.29079330172e-05	5.88489152183e-05
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1	3.60522757999e-05	0.000103352051538	8.46982096916e-05	2.00192184497e-05	5.1286434738e-05	6.18582209576e-05	0.0	4.58158660344e-05	5.88489152183e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0018927444795	0.00406518069384	0.00262564450044	0.00398382447149	0.00324814086674	0.00536104581632	0.00331167208198	0.00254278056491	0.00174585115148
